anno	provincia	localizzazione_incidente	tipo_di_strada	intersezione_o_non_interse3	segnaletica	condizioni_meteorologiche	natura_incidente	veicolo__a___et__conducente	veicolo__a___esito_conducente	veicolo__b___et__conducente	veicolo__b___esito_conducente	altri_veicoli_coinvolti	morti_entro_24_ore	morti_entro_30_giorni	feriti	Ora	trimestre
19	090	6	1	08	4	1	10	45-54	2	     	 	0	0	0	1	20	1
19	091	5	2	08	1	3	10	55-64	2	     	 	0	0	0	1	14	1
19	091	1	2	03	3	1	04	18-29	1	45-54	2	0	0	0	1	15	1
19	091	6	2	08	3	1	02	30-44	1	65+  	2	0	0	0	1	16	1
19	091	1	2	08	4	1	02	30-44	2	18-29	1	0	0	0	1	07	1
19	091	1	1	02	4	2	10	18-29	2	     	 	0	0	0	1	01	1
19	091	6	3	07	4	1	10	18-29	2	     	 	0	0	0	1	06	1
19	091	1	2	07	1	7	10	18-29	2	     	 	0	0	0	2	01	1
19	091	6	3	07	3	1	02	30-44	1	45-54	2	0	0	0	1	13	1
19	091	1	2	03	4	1	04	30-44	2	55-64	2	0	0	0	2	07	1
19	091	6	3	07	4	1	04	18-29	2	18-29	1	0	0	0	1	13	1
19	091	6	3	07	4	1	04	30-44	1	55-64	2	0	0	0	3	17	1
19	091	6	1	07	3	1	08	18-29	2	     	 	0	0	0	2	19	1
19	091	1	2	08	3	7	05	18-29	1	     	 	0	0	0	1	20	1
19	092	6	3	07	4	1	10	45-54	2	     	 	0	0	0	1	11	1
19	092	6	3	07	3	1	04	30-44	2	45-54	1	0	0	0	1	09	1
19	092	6	2	07	3	7	04	65+  	2	18-29	2	0	0	0	4	10	1
19	092	6	3	04	3	7	04	30-44	1	30-44	2	0	0	0	1	14	1
19	092	5	2	03	4	1	02	30-44	1	30-44	2	0	0	0	2	14	1
19	092	6	3	07	4	6	04	45-54	1	45-54	1	0	0	0	1	14	1
19	092	6	2	03	4	1	04	30-44	2	45-54	1	0	0	0	2	07	1
19	092	6	3	07	3	1	02	30-44	2	65+  	2	0	0	0	2	20	1
19	095	1	2	01	4	3	02	18-29	2	n.i. 	1	0	0	0	1	03	1
19	095	6	2	08	3	1	04	18-29	2	n.i. 	1	0	0	0	2	04	1
19	095	1	1	02	4	1	12	65+  	2	     	 	0	0	0	1	09	1
19	111	6	2	07	4	1	10	65+  	2	     	 	0	0	0	1	13	1
19	111	1	2	05	1	1	02	18-29	2	30-44	1	0	0	0	2	16	1
19	111	6	2	07	4	1	01	45-54	2	18-29	2	0	0	0	2	14	1
19	111	6	3	08	3	1	10	30-44	2	     	 	0	0	0	1	21	1
19	111	3	2	03	4	1	02	45-54	2	30-44	2	0	0	0	2	20	1
19	111	6	3	08	4	1	03	18-29	1	45-54	2	0	0	0	1	17	1
19	090	6	2	02	4	1	04	45-54	2	18-29	1	0	0	0	1	15	2
19	090	6	2	07	4	1	10	30-44	2	     	 	0	0	0	2	13	2
19	090	1	2	07	4	1	07	30-44	2	     	 	0	0	0	1	16	2
19	090	1	2	07	3	1	04	55-64	2	65+  	2	0	0	0	2	13	2
19	090	6	2	07	4	1	01	30-44	2	55-64	2	0	0	0	2	08	2
19	090	6	2	07	4	1	03	30-44	1	65+  	2	0	0	0	4	11	2
19	090	6	1	08	2	1	10	30-44	2	     	 	0	0	0	1	08	2
19	090	5	2	08	3	1	10	55-64	2	     	 	0	0	0	1	18	2
19	090	5	2	07	3	1	10	55-64	2	     	 	0	0	0	1	17	2
19	090	5	2	08	4	3	01	30-44	2	55-64	2	0	0	0	3	14	2
19	090	5	2	08	4	7	02	55-64	2	30-44	1	0	0	0	1	07	2
19	090	5	2	01	3	1	01	55-64	1	45-54	1	0	0	0	1	15	2
19	090	1	2	03	4	1	02	30-44	1	30-44	2	0	0	0	1	18	2
19	091	1	2	03	4	3	05	30-44	1	     	 	0	0	0	2	08	2
19	091	6	4	07	4	1	06	65+  	1	45-54	2	0	0	0	1	08	2
19	091	1	2	07	4	7	02	30-44	2	n.i. 	1	1	0	0	1	00	2
19	091	6	2	01	4	1	03	18-29	1	55-64	2	0	0	0	2	17	2
19	091	6	2	08	3	7	03	55-64	2	45-54	1	0	0	0	1	14	2
19	091	6	2	08	4	1	10	18-29	3	     	 	0	1	0	0	19	2
19	091	1	2	07	4	1	02	65+  	1	45-54	2	0	0	0	1	15	2
19	091	4	2	07	1	3	10	55-64	3	     	 	0	1	0	1	20	2
19	092	1	2	07	4	1	05	18-29	1	     	 	0	0	0	1	20	2
19	092	1	2	05	1	1	02	30-44	2	30-44	2	0	0	0	7	15	2
19	092	6	3	04	3	1	04	45-54	1	45-54	2	0	0	0	3	10	2
19	092	6	3	03	4	1	02	18-29	2	55-64	1	0	0	0	1	15	2
19	092	6	2	03	4	1	02	65+  	1	55-64	2	0	0	0	1	14	2
19	092	6	3	07	4	1	04	30-44	1	45-54	2	1	0	0	2	13	2
19	092	6	2	07	4	1	10	18-29	2	     	 	0	0	0	2	03	2
19	092	6	3	07	3	1	10	18-29	2	     	 	0	0	0	1	03	2
19	092	6	3	01	3	1	04	45-54	1	45-54	1	1	0	0	1	08	2
19	092	6	2	08	3	1	01	n.i. 	2	45-54	1	0	0	0	1	12	2
19	092	6	2	03	4	1	02	65+  	1	65+  	2	0	0	0	2	12	2
19	092	6	3	07	3	1	03	55-64	2	45-54	1	0	0	0	2	07	2
19	092	6	3	01	4	1	04	45-54	1	30-44	1	1	0	0	1	18	2
19	095	6	1	08	4	3	10	18-29	2	     	 	0	0	0	1	09	2
19	095	1	2	07	3	1	05	45-54	1	     	 	0	0	0	1	19	2
19	095	1	2	01	3	1	10	65+  	2	     	 	0	0	0	1	02	2
19	111	6	3	07	4	6	10	45-54	2	     	 	0	0	0	1	17	2
19	111	6	3	01	4	1	04	30-44	1	30-44	2	0	0	0	2	07	2
19	090	1	2	07	3	7	07	18-29	1	     	 	0	0	0	1	06	2
19	090	5	2	07	4	1	01	30-44	1	18-29	2	0	0	0	1	07	2
19	090	6	2	07	3	7	02	65+  	2	30-44	2	0	0	0	5	18	2
19	090	5	2	08	4	3	10	30-44	2	     	 	0	0	0	1	16	2
19	090	1	2	08	4	1	10	30-44	2	     	 	0	0	0	1	13	2
19	090	1	2	01	4	1	02	30-44	2	30-44	2	0	0	0	2	16	2
19	090	6	2	08	3	1	01	55-64	2	55-64	2	0	0	0	3	11	2
19	090	6	2	08	4	1	10	45-54	2	     	 	0	0	0	1	17	2
19	090	1	2	03	3	1	05	55-64	1	     	 	0	0	0	1	11	2
19	090	5	2	03	4	1	02	45-54	1	30-44	2	0	0	0	1	07	2
19	090	6	2	07	4	1	04	30-44	1	55-64	2	0	0	0	1	07	2
19	090	4	3	02	4	3	08	30-44	2	     	 	0	0	0	2	14	2
19	090	6	3	08	3	1	03	55-64	1	30-44	1	0	0	0	1	17	2
19	090	5	2	07	4	1	04	30-44	1	55-64	1	0	0	0	2	18	2
19	090	6	2	07	3	1	04	30-44	2	45-54	2	0	0	0	3	17	2
19	090	6	1	07	3	1	03	45-54	2	55-64	2	0	0	0	2	19	2
19	091	5	2	07	3	1	03	45-54	1	55-64	2	0	0	0	1	13	2
19	091	6	2	07	4	1	03	55-64	2	18-29	2	0	0	0	2	17	2
19	091	6	2	07	4	7	01	30-44	2	65+  	1	0	0	0	1	15	2
19	091	4	2	05	1	1	02	30-44	1	65+  	2	0	0	0	1	09	2
19	091	6	1	08	4	7	10	18-29	2	     	 	0	0	0	3	10	2
19	091	6	2	08	4	1	10	18-29	2	     	 	0	0	0	1	21	2
19	091	6	3	08	4	3	01	18-29	2	18-29	2	0	1	0	2	09	2
19	091	6	2	07	4	1	04	45-54	2	30-44	2	0	0	0	4	09	2
19	091	4	2	07	3	1	10	18-29	2	     	 	0	0	0	1	16	2
19	091	6	2	07	4	1	10	55-64	2	     	 	0	0	0	1	11	2
19	091	1	2	07	4	1	02	45-54	2	55-64	2	0	0	0	3	10	2
19	091	6	2	08	4	1	01	65+  	3	18-29	2	0	1	0	1	09	2
19	091	6	2	07	2	1	02	30-44	1	45-54	2	0	0	0	1	10	2
19	092	6	3	03	4	1	04	45-54	1	55-64	2	0	0	0	2	08	2
19	092	1	2	03	4	1	02	65+  	2	18-29	1	0	0	0	1	10	2
19	092	5	2	07	4	1	03	45-54	1	45-54	1	0	0	0	1	16	2
19	092	6	3	07	4	1	04	30-44	1	18-29	2	1	0	0	1	08	2
19	092	6	3	07	4	1	04	18-29	1	18-29	1	2	0	0	3	15	2
19	092	6	1	07	4	1	10	30-44	2	     	 	0	0	0	1	19	2
19	092	5	2	07	4	7	10	30-44	2	     	 	0	0	0	1	08	2
19	092	5	2	07	2	1	02	45-54	1	18-29	2	0	0	0	1	11	2
19	092	6	1	01	4	1	02	55-64	2	55-64	1	0	0	0	1	20	2
19	095	6	2	07	3	1	04	18-29	1	30-44	2	0	0	0	2	15	2
19	095	6	2	01	4	1	01	30-44	2	30-44	1	0	0	0	2	19	2
19	095	5	2	07	3	1	10	45-54	2	     	 	0	0	0	1	14	2
19	095	5	2	07	3	1	04	45-54	2	30-44	2	0	0	0	3	07	2
19	092	6	2	08	4	1	10	65+  	2	     	 	0	0	0	1	15	2
19	111	6	2	07	3	1	04	45-54	1	18-29	2	0	0	0	3	12	2
19	111	6	3	07	3	1	04	55-64	1	30-44	2	0	0	0	1	14	2
19	111	6	3	03	3	1	04	30-44	1	30-44	1	0	0	0	1	17	2
19	111	6	3	07	3	3	04	30-44	1	30-44	1	0	0	0	1	21	2
19	111	8	1	07	1	1	12	65+  	3	     	 	0	1	0	0	11	2
19	090	1	1	03	4	1	02	30-44	1	18-29	2	0	0	0	1	20	2
19	090	1	2	07	3	1	05	45-54	1	     	 	0	0	0	1	14	2
19	090	5	2	08	4	1	10	45-54	2	     	 	0	0	0	1	11	2
19	090	1	2	07	3	1	05	65+  	1	     	 	0	0	0	1	11	2
19	090	1	2	07	1	1	03	30-44	1	45-54	2	0	0	0	1	20	2
19	090	1	2	01	3	1	02	ott-14	2	18-29	1	0	0	0	1	16	2
19	090	1	2	07	1	1	05	18-29	1	     	 	0	0	0	1	11	2
19	090	1	1	05	1	1	05	30-44	1	     	 	0	0	0	1	15	2
19	090	1	1	02	4	1	02	30-44	1	30-44	2	0	0	0	3	18	2
19	090	6	2	07	3	1	10	55-64	2	     	 	0	0	0	1	12	2
19	090	5	2	07	3	1	08	55-64	2	     	 	0	0	0	1	15	2
19	090	1	2	01	3	1	05	65+  	1	     	 	0	0	0	1	20	2
19	090	1	2	01	3	1	10	18-29	2	     	 	0	0	0	2	03	2
19	090	4	2	01	1	1	02	55-64	1	45-54	2	0	0	0	1	14	2
19	090	1	2	07	3	1	06	30-44	2	45-54	1	0	0	0	1	12	2
19	090	4	2	07	1	1	12	18-29	1	     	 	0	0	0	1	18	2
19	091	3	2	08	1	1	10	18-29	2	     	 	0	0	0	1	13	2
19	091	6	2	08	4	1	02	55-64	2	55-64	3	0	2	0	1	12	2
19	091	6	4	08	4	1	10	18-29	2	     	 	0	0	0	1	22	2
19	091	6	2	08	4	1	10	45-54	2	     	 	0	0	0	1	22	2
19	091	1	2	08	4	1	02	55-64	1	18-29	2	0	0	0	1	22	2
19	091	6	2	07	4	1	03	55-64	2	30-44	2	0	0	0	3	17	2
19	091	3	2	01	4	1	01	18-29	2	45-54	2	0	0	0	4	01	2
19	091	6	2	07	4	1	03	55-64	2	30-44	1	0	0	0	1	12	2
19	091	6	1	07	3	1	10	30-44	2	     	 	0	0	0	1	06	2
19	091	1	2	03	4	1	02	30-44	2	45-54	1	0	0	0	4	08	2
19	091	6	1	07	4	1	06	30-44	1	45-54	2	0	0	0	2	16	2
19	092	6	2	07	4	1	03	45-54	1	65+  	1	0	0	0	1	08	2
19	092	6	3	01	3	1	04	30-44	1	65+  	1	0	0	0	1	13	2
19	092	6	1	02	4	1	03	15-17	2	45-54	1	0	0	0	2	21	2
19	092	5	1	07	3	1	02	65+  	1	55-64	2	0	0	0	1	16	2
19	092	6	2	04	3	1	01	45-54	1	45-54	1	0	1	0	0	10	2
19	092	6	3	03	3	1	04	55-64	2	18-29	2	0	0	0	2	19	2
19	092	6	2	08	4	1	03	18-29	1	30-44	2	0	0	0	1	08	2
19	092	6	2	08	2	1	03	65+  	1	30-44	2	0	0	0	3	18	2
19	092	6	3	07	4	1	10	18-29	2	     	 	0	0	0	1	17	2
19	092	6	2	08	4	1	01	55-64	2	45-54	2	0	0	0	4	19	2
19	095	6	2	07	4	1	04	55-64	2	18-29	1	0	0	0	1	10	2
19	095	5	2	07	3	1	10	30-44	2	     	 	0	0	0	1	19	2
19	111	6	2	07	3	1	02	18-29	1	18-29	2	0	1	0	3	17	2
19	111	6	2	01	4	1	01	18-29	2	18-29	2	1	0	0	4	07	2
19	111	6	3	02	4	1	04	55-64	2	18-29	1	0	0	0	1	15	2
19	111	5	2	07	2	1	01	55-64	2	30-44	1	0	0	0	2	11	2
19	111	6	3	07	4	1	10	30-44	2	     	 	0	0	0	1	16	2
19	090	1	3	07	3	1	03	18-29	2	18-29	2	0	0	0	2	22	3
19	090	6	1	07	3	1	10	18-29	2	     	 	0	0	0	1	06	3
19	090	4	2	07	1	1	02	30-44	2	45-54	1	0	0	0	1	06	3
19	090	6	2	08	3	1	04	45-54	1	30-44	2	0	0	0	2	16	3
19	090	5	2	07	3	1	04	18-29	2	65+  	1	0	0	0	2	16	3
19	090	6	3	07	3	1	04	18-29	2	30-44	1	0	0	0	2	09	3
19	090	6	2	07	3	1	01	55-64	2	55-64	2	0	0	0	2	12	3
19	090	6	2	07	3	1	03	45-54	2	65+  	2	0	0	0	2	14	3
19	090	1	2	01	4	1	05	30-44	1	     	 	0	0	0	1	22	3
19	090	1	2	01	4	1	02	30-44	1	30-44	1	0	0	0	1	21	3
19	090	1	3	07	4	7	03	45-54	1	45-54	1	0	0	0	1	01	3
19	090	1	2	01	4	1	02	65+  	1	18-29	2	0	0	0	1	09	3
19	090	4	2	02	4	1	02	65+  	2	30-44	1	0	0	0	2	18	3
19	090	4	2	07	3	1	01	30-44	2	30-44	2	0	0	0	3	06	3
19	090	1	2	07	3	1	02	45-54	1	45-54	1	0	0	0	1	08	3
19	090	5	2	08	2	1	01	30-44	2	55-64	2	0	0	0	2	17	3
19	090	6	2	01	3	1	03	30-44	1	65+  	2	0	0	0	2	22	3
19	090	6	3	08	3	1	08	18-29	2	     	 	0	0	0	1	12	3
19	090	1	3	07	3	1	03	55-64	2	45-54	2	0	0	0	2	08	3
19	090	5	3	08	3	1	02	30-44	1	45-54	2	0	0	0	1	21	3
19	090	6	3	07	3	1	10	55-64	2	     	 	0	0	0	1	10	3
19	090	6	3	07	3	1	03	30-44	2	45-54	1	0	0	0	1	13	3
19	090	5	2	07	3	1	03	55-64	2	55-64	2	0	0	0	2	13	3
19	090	1	1	03	4	1	02	18-29	2	45-54	1	0	0	0	1	01	3
19	090	5	3	03	4	1	08	30-44	1	     	 	0	0	0	1	21	3
19	090	6	2	07	3	1	01	18-29	1	30-44	2	0	0	0	4	09	3
19	090	6	1	08	3	1	10	55-64	2	     	 	0	0	0	1	14	3
19	090	1	2	07	3	1	10	18-29	1	     	 	0	0	0	5	01	3
19	091	6	3	07	4	1	10	30-44	2	     	 	0	0	0	1	16	3
19	091	4	2	08	2	1	01	55-64	2	30-44	2	0	0	0	2	13	3
19	091	5	2	08	1	1	10	55-64	2	     	 	0	0	0	1	10	3
19	091	1	2	01	4	1	02	55-64	2	45-54	2	0	0	0	2	11	3
19	091	1	2	01	4	7	02	18-29	2	45-54	2	0	0	0	2	22	3
19	091	1	2	07	1	1	05	30-44	1	     	 	0	0	0	1	00	3
19	091	6	2	07	4	1	10	30-44	3	     	 	0	1	0	0	21	3
19	091	6	1	07	4	1	06	30-44	2	45-54	1	0	0	0	1	09	3
19	092	4	1	08	3	1	10	30-44	2	     	 	0	0	0	1	02	3
19	092	5	2	01	3	1	01	18-29	1	45-54	2	0	0	0	4	23	3
19	092	1	2	07	3	1	06	30-44	2	n.i. 	1	1	0	0	1	23	3
19	092	6	3	07	3	1	04	45-54	2	30-44	1	0	0	0	1	08	3
19	092	6	3	07	3	1	04	30-44	1	45-54	2	0	0	0	1	18	3
19	095	5	2	03	4	1	04	65+  	1	30-44	2	0	0	0	1	09	3
19	095	6	2	08	4	1	10	30-44	2	     	 	0	0	0	1	12	3
19	095	1	1	07	3	1	05	65+  	1	     	 	0	0	0	1	12	3
19	095	1	2	02	2	1	02	18-29	1	30-44	2	0	0	0	1	21	3
19	095	6	2	07	4	1	04	45-54	2	55-64	1	0	0	0	3	11	3
19	095	6	2	08	4	1	10	18-29	2	     	 	0	0	0	4	06	3
19	095	6	3	03	3	1	04	55-64	1	30-44	2	0	0	0	3	14	3
19	111	1	1	03	3	1	05	18-29	1	     	 	0	0	0	1	17	3
19	111	6	2	01	4	1	01	45-54	2	30-44	1	0	0	0	1	09	3
19	111	6	2	07	3	1	03	65+  	2	55-64	1	0	0	0	1	19	3
19	111	6	3	07	3	1	10	18-29	2	     	 	0	0	0	1	10	3
19	111	6	3	07	3	1	08	18-29	2	     	 	0	0	0	1	07	3
19	090	5	2	08	3	1	01	30-44	1	18-29	4	0	0	1	0	17	3
19	090	5	2	07	3	1	01	45-54	2	30-44	2	0	0	0	2	20	3
19	090	1	2	02	4	1	07	30-44	2	     	 	0	0	0	1	19	3
19	090	1	3	07	4	1	05	45-54	1	     	 	0	0	0	1	23	3
19	090	3	2	07	4	1	07	18-29	2	     	 	0	0	0	4	06	3
19	090	5	2	08	4	1	02	55-64	2	18-29	1	0	0	0	2	22	3
19	090	1	2	01	4	1	02	18-29	1	n.i. 	2	0	0	0	2	14	3
19	090	1	1	01	4	1	04	30-44	1	55-64	2	0	0	0	1	10	3
19	090	5	2	08	3	1	08	18-29	2	     	 	0	0	0	2	00	3
19	090	5	2	07	4	1	04	18-29	1	30-44	1	0	0	0	1	19	3
19	090	6	3	07	4	1	02	30-44	2	45-54	2	0	0	0	2	20	3
19	090	1	1	01	4	1	02	55-64	1	65+  	2	0	0	0	1	18	3
19	090	4	1	02	4	1	10	18-29	2	     	 	0	0	0	2	06	3
19	090	6	2	01	4	1	02	45-54	2	18-29	1	0	0	0	1	13	3
19	090	1	1	07	1	1	05	30-44	1	     	 	0	0	0	1	19	3
19	090	6	3	07	2	1	10	n.i. 	2	     	 	0	0	0	1	15	3
19	090	6	2	07	4	1	12	30-44	2	     	 	0	0	0	1	15	3
19	090	4	2	07	4	1	04	45-54	2	65+  	1	0	0	0	1	11	3
19	090	5	3	07	4	1	02	30-44	1	65+  	2	0	0	0	1	19	3
19	090	6	3	07	3	7	03	18-29	2	18-29	1	0	0	0	1	08	3
19	090	1	2	01	3	1	03	45-54	2	30-44	1	0	0	0	1	05	3
19	090	1	1	07	4	1	04	45-54	2	18-29	2	0	0	0	3	19	3
19	090	5	2	08	4	1	04	45-54	1	30-44	2	0	0	0	1	12	3
19	090	6	2	02	4	1	04	65+  	1	30-44	2	0	0	0	1	13	3
19	090	6	2	07	4	1	10	18-29	1	     	 	0	0	0	1	14	3
19	090	6	1	11	4	1	04	55-64	1	18-29	1	0	0	0	3	09	3
19	090	6	2	03	4	1	02	18-29	1	55-64	2	0	0	0	2	20	3
19	090	1	2	03	2	1	02	45-54	1	45-54	2	0	0	0	1	13	3
19	090	6	1	07	3	1	04	30-44	1	18-29	2	0	0	0	2	04	3
19	091	4	2	08	4	1	10	18-29	2	     	 	0	0	0	3	17	3
19	091	6	3	08	4	1	03	45-54	2	30-44	1	0	0	0	1	18	3
19	091	6	2	08	3	1	10	18-29	2	     	 	0	0	0	1	18	3
19	091	1	2	02	4	1	10	18-29	2	     	 	0	0	0	1	23	3
19	091	6	2	10	4	1	08	30-44	1	     	 	0	0	0	1	22	3
19	091	6	2	08	3	1	01	30-44	1	65+  	2	0	0	0	1	12	3
19	091	6	2	07	3	1	04	30-44	1	30-44	2	0	0	0	1	07	3
19	091	6	2	08	1	1	10	65+  	2	     	 	0	0	0	1	11	3
19	091	1	2	01	4	1	01	65+  	2	18-29	2	0	0	0	2	08	3
19	092	6	1	08	2	1	03	45-54	2	45-54	1	0	0	0	1	13	3
19	092	6	3	07	3	7	03	30-44	2	45-54	1	0	0	0	1	16	3
19	092	5	2	03	4	1	01	45-54	2	18-29	2	0	0	0	3	20	3
19	092	6	2	03	4	1	04	30-44	2	18-29	1	2	0	0	4	11	3
19	092	1	2	04	4	1	02	18-29	1	45-54	1	0	0	0	1	20	3
19	092	6	1	07	1	1	05	45-54	1	     	 	0	0	0	1	11	3
19	092	6	3	07	3	1	03	30-44	2	18-29	1	0	0	0	1	08	3
19	092	6	3	01	4	1	04	30-44	2	65+  	2	0	0	0	2	19	3
19	092	6	3	02	4	1	02	30-44	2	45-54	2	0	0	0	3	07	3
19	092	6	3	04	4	1	02	45-54	2	45-54	1	0	0	0	7	13	3
19	095	1	2	07	3	3	07	30-44	2	     	 	0	0	0	1	07	3
19	095	5	2	02	3	1	03	45-54	2	65+  	2	0	0	0	2	07	3
19	095	1	1	02	3	1	02	55-64	1	55-64	2	0	0	0	2	13	3
19	095	1	2	01	4	1	01	55-64	2	45-54	1	0	0	0	1	07	3
19	095	1	2	07	3	1	04	30-44	2	30-44	1	0	0	0	1	10	3
