anno	provincia	localizzazione_incidente	tipo_di_strada	intersezione_o_non_interse3	segnaletica	condizioni_meteorologiche	natura_incidente	veicolo__a___et__conducente	veicolo__a___esito_conducente	veicolo__b___et__conducente	veicolo__b___esito_conducente	altri_veicoli_coinvolti	morti_entro_24_ore	morti_entro_30_giorni	feriti	Ora	trimestre
18	111	1	2	01	2	3	02	30-44	1	55-64	2	1	0	0	1	15	2
18	111	1	2	01	4	1	08	18-29	2	     	 	0	0	0	2	04	2
18	092	6	1	01	4	1	02	30-44	2	45-54	2	0	0	0	4	18	2
18	111	3	2	04	2	1	02	18-29	1	30-44	1	0	0	0	2	24	2
18	091	1	2	07	4	1	05	45-54	1	     	 	0	0	0	1	11	2
18	111	1	2	01	2	1	02	45-54	1	45-54	2	0	0	0	2	12	2
18	090	1	2	01	4	1	05	30-44	1	     	 	0	0	0	1	21	2
18	090	2	2	08	4	1	07	18-29	2	     	 	0	0	0	2	24	2
18	111	4	2	07	4	1	04	55-64	1	30-44	1	1	0	0	1	18	2
18	111	3	2	07	2	1	08	55-64	2	     	 	0	0	0	1	10	2
18	111	6	2	07	4	1	08	45-54	2	     	 	0	0	0	1	11	2
18	111	6	1	07	4	1	04	30-44	1	18-29	2	0	0	0	4	12	2
18	090	1	2	07	4	1	07	65+  	2	     	 	0	0	0	1	13	2
18	090	1	1	01	4	1	06	30-44	2	18-29	2	0	0	0	2	23	2
18	090	6	2	07	3	1	04	30-44	1	30-44	2	0	0	0	1	15	2
18	091	1	2	08	1	1	01	65+  	1	65+  	2	0	0	0	2	14	2
18	090	1	2	07	4	1	05	45-54	1	     	 	0	0	0	1	21	2
18	090	3	2	07	4	1	02	65+  	1	18-29	1	0	0	0	1	09	2
18	090	1	2	01	4	1	02	65+  	2	30-44	2	0	0	0	2	09	2
18	092	6	2	07	4	1	06	18-29	2	30-44	2	0	0	0	3	11	2
18	090	5	2	07	4	1	04	30-44	1	30-44	2	0	0	0	1	18	2
18	111	6	2	07	4	1	10	30-44	2	     	 	0	0	0	2	13	2
18	111	3	2	07	4	1	05	30-44	1	     	 	0	0	0	1	14	2
18	091	6	2	08	2	1	08	18-29	2	     	 	0	0	0	1	15	2
18	111	1	2	01	4	1	02	55-64	2	55-64	1	0	0	0	1	17	2
18	111	3	2	07	4	1	05	45-54	1	     	 	0	0	0	1	20	2
18	090	1	3	03	4	1	03	18-29	2	30-44	2	0	0	0	2	22	2
18	091	1	2	01	1	1	02	45-54	1	30-44	2	0	0	0	3	11	2
18	090	5	2	08	1	4	04	18-29	1	45-54	2	0	0	0	1	14	1
18	090	1	2	01	3	1	05	65+  	1	     	 	0	0	0	1	20	1
18	091	5	2	08	2	5	01	30-44	2	18-29	2	0	0	0	2	17	1
18	095	2	2	03	4	1	08	18-29	2	     	 	0	0	0	1	07	2
18	090	1	2	07	2	1	08	30-44	2	     	 	0	0	0	1	23	2
18	111	6	2	07	4	1	02	65+  	2	18-29	1	0	0	0	1	11	2
18	111	6	2	07	4	1	04	30-44	2	45-54	1	0	0	0	1	10	2
18	090	6	2	08	2	1	08	18-29	1	     	 	0	0	0	1	03	2
18	091	6	2	07	5	1	04	30-44	1	30-44	2	0	0	0	3	09	2
18	091	6	2	08	1	1	02	18-29	1	65+  	2	0	0	0	1	10	2
18	111	5	2	08	4	1	10	45-54	3	     	 	0	1	0	0	20	2
18	111	5	2	03	2	1	04	18-29	2	55-64	2	0	0	0	4	17	2
18	111	6	2	08	4	3	01	30-44	1	45-54	2	0	0	0	2	12	2
18	090	5	2	08	1	3	10	30-44	2	     	 	0	0	0	1	19	2
18	111	1	1	02	4	3	02	45-54	2	30-44	1	0	0	0	1	20	2
18	111	1	3	07	4	3	07	30-44	2	     	 	0	0	0	2	23	2
18	090	5	2	03	3	3	02	55-64	1	55-64	2	0	0	0	2	10	2
18	090	5	2	08	4	3	02	30-44	2	45-54	2	0	0	0	3	12	2
18	090	5	2	07	4	3	02	55-64	1	65+  	1	0	0	0	1	12	2
18	090	6	3	07	4	3	10	18-29	2	     	 	0	0	0	1	13	2
18	092	6	3	07	4	1	04	55-64	2	45-54	2	0	0	0	2	14	2
18	090	5	2	07	3	3	04	45-54	2	18-29	1	0	0	0	1	18	2
18	090	3	2	07	1	1	02	45-54	1	30-44	2	0	0	0	1	14	2
18	095	6	2	07	2	2	04	30-44	2	30-44	1	0	0	0	2	13	2
18	111	5	2	08	4	1	10	30-44	2	     	 	0	0	0	2	17	2
18	090	5	2	07	4	1	03	45-54	1	55-64	1	0	0	0	1	20	2
18	091	6	1	07	2	1	10	30-44	2	     	 	0	0	0	1	11	2
18	111	6	2	07	4	1	04	65+  	1	65+  	2	0	1	0	1	11	2
18	095	6	3	08	4	1	08	65+  	2	     	 	0	0	0	1	13	2
18	111	6	2	08	4	1	01	45-54	2	18-29	1	0	0	0	2	14	2
18	090	6	3	08	2	3	08	18-29	2	     	 	0	0	0	3	09	2
18	090	1	2	03	4	1	02	65+  	2	30-44	2	0	0	0	4	14	2
18	090	1	2	08	1	1	02	45-54	2	30-44	1	0	0	0	1	16	2
18	095	5	2	03	4	1	02	45-54	2	65+  	2	0	0	0	2	17	2
18	090	1	2	07	4	1	07	45-54	2	     	 	0	0	0	1	23	2
18	111	6	2	08	3	1	10	30-44	2	     	 	0	0	0	1	08	2
18	092	6	2	09	4	1	04	30-44	2	30-44	2	0	0	0	2	13	2
18	090	1	2	07	4	1	05	15-17	1	     	 	0	0	0	1	25	2
18	090	6	2	07	4	1	04	45-54	2	65+  	1	0	0	0	1	09	2
18	111	5	2	07	4	1	04	30-44	2	30-44	2	1	0	0	7	15	2
18	090	1	2	01	4	1	03	30-44	2	55-64	2	0	0	0	2	19	2
18	111	1	2	07	1	1	01	55-64	1	30-44	2	0	0	0	1	14	2
18	091	5	2	08	4	1	12	30-44	3	     	 	0	1	0	0	01	2
18	090	6	3	07	4	3	08	18-29	3	     	 	0	1	0	0	17	2
18	111	6	2	08	4	1	10	30-44	2	     	 	0	0	0	1	17	2
18	111	1	1	01	4	3	03	18-29	2	30-44	2	0	0	0	2	24	2
18	090	2	2	07	3	3	05	30-44	1	     	 	0	0	0	1	25	2
18	090	5	2	07	4	1	04	45-54	2	45-54	1	0	0	0	1	13	2
18	090	3	2	07	4	1	04	55-64	2	30-44	1	0	0	0	1	16	2
18	090	6	2	08	4	1	10	30-44	2	     	 	0	0	0	1	03	2
18	095	6	2	08	4	3	10	55-64	2	     	 	0	0	0	1	11	2
18	090	5	2	03	4	1	02	45-54	1	30-44	2	0	0	0	1	20	2
18	090	1	2	01	4	1	01	18-29	2	65+  	1	0	0	0	1	22	2
18	092	2	2	03	4	1	04	55-64	2	45-54	2	0	0	0	3	18	2
18	091	3	2	03	4	1	04	18-29	1	18-29	2	0	0	0	2	18	2
18	090	1	1	01	4	1	02	65+  	2	30-44	1	0	0	0	1	02	2
18	111	1	2	07	4	1	07	30-44	2	     	 	0	0	0	1	02	2
18	111	6	2	07	4	1	01	45-54	2	30-44	2	0	0	0	4	17	2
18	090	5	2	08	1	1	01	55-64	1	30-44	2	0	0	0	1	18	2
18	090	8	1	07	4	1	02	18-29	2	45-54	1	0	0	0	1	13	2
18	095	5	2	08	1	1	10	18-29	2	     	 	0	0	0	2	13	2
18	092	6	2	03	4	1	03	45-54	2	65+  	3	0	1	0	3	16	2
18	111	6	1	07	4	1	08	45-54	2	     	 	0	0	0	3	19	2
18	111	6	2	07	4	1	10	18-29	1	     	 	0	0	0	1	24	2
18	090	6	2	07	4	1	10	30-44	2	     	 	0	0	0	1	02	2
18	111	6	2	07	3	1	10	18-29	2	     	 	0	0	0	1	06	2
18	091	5	2	08	4	1	01	45-54	1	45-54	2	0	0	0	1	16	2
18	090	5	2	07	4	1	10	30-44	2	     	 	0	0	0	2	02	2
18	090	5	2	07	2	3	10	30-44	2	     	 	0	0	0	1	06	2
18	090	5	2	10	4	1	02	65+  	2	18-29	1	0	0	0	1	18	2
18	111	1	2	07	2	1	04	65+  	1	18-29	2	0	0	0	1	18	2
18	090	1	2	01	4	1	03	30-44	1	15-17	1	0	0	0	1	18	2
18	091	5	2	08	3	1	10	30-44	3	     	 	0	1	0	0	25	2
18	090	3	2	03	3	1	02	30-44	1	18-29	2	0	0	0	1	17	2
18	091	3	2	07	4	1	05	30-44	1	     	 	0	0	0	1	20	2
18	091	1	2	01	2	1	03	45-54	1	30-44	2	0	0	0	1	18	2
18	090	6	2	07	4	1	02	45-54	2	55-64	2	0	0	0	3	22	2
18	092	1	2	07	4	1	02	30-44	2	30-44	2	0	0	0	2	06	2
18	111	6	3	08	4	1	10	30-44	3	     	 	0	1	0	0	15	2
18	091	5	2	08	1	1	03	55-64	2	45-54	1	0	0	0	1	16	2
18	091	6	2	08	3	1	01	45-54	2	45-54	1	0	0	0	1	16	2
18	091	6	2	07	3	1	02	45-54	1	30-44	2	0	0	0	1	18	2
18	091	6	2	08	4	1	08	30-44	2	     	 	0	0	0	1	22	2
18	090	1	2	07	4	1	01	55-64	1	65+  	2	7	0	0	2	07	2
18	111	1	1	07	4	1	02	30-44	2	18-29	1	0	0	0	1	07	2
18	111	1	2	07	4	1	02	30-44	2	55-64	2	0	0	0	4	13	2
18	090	5	2	08	1	1	01	30-44	2	45-54	1	0	0	0	1	13	2
18	111	5	2	08	4	1	08	45-54	2	     	 	0	0	0	1	25	2
18	090	6	3	07	4	3	10	45-54	2	     	 	0	0	0	1	14	2
18	091	6	2	07	3	1	02	30-44	1	55-64	2	0	0	0	2	15	2
18	090	6	3	07	4	1	08	30-44	2	     	 	0	0	0	1	17	2
18	090	6	2	08	3	3	10	30-44	2	     	 	0	0	0	1	22	2
