anno,provincia,tipo_strada,tipo_carreggiata,punto_incidente,segnaletica,condizioni_meteorologiche,natura_incidente,altri_veicoli_coinvolti,morti_entro_24_ore,morti_entro_30_giorni,feriti,Ora,trimestre,hospital,police,school,popolazione_provincia,parco_veicolare
2019,Sud Sardegna,Altra strada,Una carreggiata a doppio senso,Rettilineo,Verticale,Sereno,"Fuoriuscita, sbandamento",0,1,1,0,11,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,2,9,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Altro,Scontro frontale-laterale,0,0,0,3,20,1,10,22,15,347732,281594
2019,Sud Sardegna,Statale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Altro,Scontro frontale,0,0,0,1,16,1,10,22,15,347732,281594
2019,Sud Sardegna,Provinciale,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Altro,Tamponamento,0,0,0,2,13,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,1,8,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Pioggia,Investimento di pedoni,0,0,0,1,18,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,18,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a senso unico,Rotatoria,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,8,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Investimento di pedoni,0,0,0,1,18,1,10,22,15,347732,281594
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,12,1,4,34,29,486689,428616
2019,Sassari,Statale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,14,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,9,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione non segnalata,Assente,Sereno,Scontro frontale-laterale,0,0,0,1,17,1,4,34,29,486689,428616
2019,Sassari,Comunale extraurbana,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,11,1,4,34,29,486689,428616
2019,Sassari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,3,14,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Orizzontale,Sereno,Investimento di pedoni,0,0,0,1,14,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Tamponamento,0,0,0,4,18,1,4,34,29,486689,428616
2019,Nuoro,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,11,1,5,27,10,207108,187587
2019,Cagliari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,2,19,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,9,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,8,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,15,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Tamponamento,1,0,0,2,19,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,14,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,16,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,9,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,15,1,4,19,35,424105,361184
2019,Cagliari,Statale,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,13,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,12,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione non segnalata,Assente,Sereno,Scontro frontale-laterale,0,0,0,2,8,1,4,19,35,424105,361184
2019,Cagliari,Statale,Due carreggiate,Intersezione con semaforo o vigile,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,5,7,1,4,19,35,424105,361184
2019,Cagliari,Statale,Più di due carreggiate,Intersezione segnalata,Verticale e orizzontale,Altro,Scontro frontale-laterale,0,0,0,2,14,1,4,19,35,424105,361184
2019,Cagliari,Statale,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,2,8,1,4,19,35,424105,361184
2019,Cagliari,Statale,Due carreggiate,Intersezione segnalata,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,15,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Due carreggiate,Incrocio,Orizzontale,Sereno,Investimento di pedoni,0,0,0,1,19,1,4,19,35,424105,361184
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,18,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rotatoria,Verticale e orizzontale,Sereno,Infortunio per caduta da veicolo,0,0,0,1,9,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,2,15,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,16,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Due carreggiate,Rotatoria,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,0,0,0,2,13,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,18,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,9,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,16,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a senso unico,Intersezione con semaforo o vigile,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,17,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Urto con ostacolo,0,0,0,1,8,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rotatoria,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,1,1,0,10,1,10,22,15,347732,281594
2019,Sud Sardegna,Provinciale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,11,1,10,22,15,347732,281594
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,3,15,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rotatoria,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,11,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a senso unico,Intersezione segnalata,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,10,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,17,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,16,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Orizzontale,Sereno,Tamponamento,0,0,0,1,12,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rotatoria,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,17,1,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Curva,Assente,Pioggia,Scontro frontale,0,0,0,3,16,1,4,34,29,486689,428616
2019,Nuoro,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,8,1,5,27,10,207108,187587
2019,Cagliari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,9,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Urto con ostacolo,0,0,0,1,17,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale,0,0,0,1,15,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale,Sereno,Scontro frontale-laterale,0,0,0,2,11,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Due carreggiate,Rettilineo,Orizzontale,Sereno,Tamponamento,0,0,0,1,11,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Investimento di pedoni,0,0,0,1,9,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Orizzontale,Sereno,Infortunio per caduta da veicolo,0,0,0,1,13,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,20,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,3,14,1,4,19,35,424105,361184
2019,Cagliari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Tamponamento,0,0,0,2,10,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale,Sereno,Scontro frontale-laterale,0,0,0,2,11,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,1,1,0,18,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,15,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,19,1,4,19,35,424105,361184
2019,Cagliari,Statale,Una carreggiata a doppio senso,Intersezione con semaforo o vigile,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,14,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Curva,Assente,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,12,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,9,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rotatoria,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,19,1,4,19,35,424105,361184
2019,Cagliari,Statale,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,8,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Due carreggiate,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,7,1,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,6,1,4,19,35,424105,361184
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,9,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione con semaforo o vigile,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,16,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Urto con ostacolo,0,0,0,1,14,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,16,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a senso unico,Intersezione segnalata,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,15,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,11,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,12,1,10,22,15,347732,281594
2019,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Scontro frontale,1,0,0,1,16,1,10,22,15,347732,281594
2019,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,18,1,10,22,15,347732,281594
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,18,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,19,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,18,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a senso unico,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,10,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,13,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Curva,Orizzontale,Sereno,Tamponamento,0,0,0,1,18,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,18,2,4,34,29,486689,428616
2019,Sassari,Statale,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,15,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Pioggia,Investimento di pedoni,0,0,0,1,12,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,10,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,17,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale,Altro,Investimento di pedoni,0,0,0,1,11,2,4,34,29,486689,428616
2019,Sassari,Comunale extraurbana,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,18,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,18,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Orizzontale,Sereno,Investimento di pedoni,0,0,0,1,10,2,4,34,29,486689,428616
2019,Sassari,Statale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,11,2,4,34,29,486689,428616
2019,Sassari,Statale,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,2,8,2,4,34,29,486689,428616
2019,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,12,2,4,34,29,486689,428616
2019,Nuoro,Strada urbana nell'abitato,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,1,18,2,5,27,10,207108,187587
2019,Nuoro,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Assente,Sereno,Scontro laterale,0,0,0,1,8,2,5,27,10,207108,187587
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Altro,"Fuoriuscita, sbandamento",0,0,0,2,10,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Infortunio per caduta da veicolo,0,0,0,2,12,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,9,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione con semaforo o vigile,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,9,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,11,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,14,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,18,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Investimento di pedoni,0,0,0,1,12,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Pioggia,Investimento di pedoni,0,0,0,1,21,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,2,8,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,10,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,18,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,21,2,4,19,35,424105,361184
2019,Cagliari,Statale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Pioggia,"Fuoriuscita, sbandamento",0,0,0,1,11,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Curva,Orizzontale,Altro,"Fuoriuscita, sbandamento",0,0,0,1,14,2,4,19,35,424105,361184
2019,Cagliari,Statale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Pioggia,"Fuoriuscita, sbandamento",0,0,0,1,17,2,4,19,35,424105,361184
2019,Cagliari,Statale,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,0,0,0,1,19,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,3,1,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,9,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,2,12,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,21,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,8,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Tamponamento,0,0,0,1,16,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,19,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,2,20,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,9,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,11,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,16,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,12,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,16,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,18,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rotatoria,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,18,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Altro,Investimento di pedoni,0,0,0,1,9,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,9,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione con semaforo o vigile,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,23,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Vento forte,Tamponamento,1,0,0,2,13,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Vento forte,Tamponamento,0,0,0,1,15,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,18,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,3,5,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,14,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rotatoria,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,2,2,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione non segnalata,Assente,Sereno,Scontro frontale-laterale,0,0,0,1,20,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,3,17,2,4,19,35,424105,361184
2019,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,2,20,2,4,19,35,424105,361184
