anno,provincia,tipo_strada,tipo_carreggiata,punto_incidente,segnaletica,condizioni_meteorologiche,natura_incidente,altri_veicoli_coinvolti,morti_entro_24_ore,morti_entro_30_giorni,feriti,Ora,trimestre,hospital,police,school,popolazione_provincia,parco_veicolare
2018,Oristano,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,3,1,6,12,7,159218,133190
2018,Oristano,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Vento forte,Tamponamento,0,0,0,3,20,1,6,12,7,159218,133190
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Vento forte,Urto con veicolo in fermata o in arresto,0,0,0,2,20,1,10,22,15,353830,277170
2018,Sassari,Provinciale,Una carreggiata a doppio senso,"Dosso, strettoia",Verticale,Sereno,Tamponamento,0,0,0,2,21,1,4,34,29,492642,420025
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,11,1,10,22,15,353830,277170
2018,Cagliari,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,1,1,0,18,1,4,19,35,431955,355705
2018,Cagliari,Provinciale entro l'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale,0,0,0,2,21,1,4,19,35,431955,355705
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,22,1,4,19,35,431955,355705
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Curva,Verticale e orizzontale,Sereno,Urto con veicolo in sosta,0,0,0,1,23,1,4,19,35,431955,355705
2018,Nuoro,Statale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Pioggia,Scontro frontale,0,0,0,7,19,1,5,27,10,210531,184356
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,0,0,0,2,8,1,10,22,15,353830,277170
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Curva,Assente,Pioggia,"Fuoriuscita, sbandamento",0,0,0,1,17,1,10,22,15,353830,277170
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Curva,Orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,21,1,4,34,29,492642,420025
2018,Sassari,Strada urbana nell'abitato,Più di due carreggiate,Rettilineo,Orizzontale,Sereno,Investimento di pedoni,0,0,0,1,9,1,4,34,29,492642,420025
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,5,1,10,22,15,353830,277170
2018,Sud Sardegna,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,5,1,10,22,15,353830,277170
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale,Sereno,Tamponamento,0,0,0,1,11,1,10,22,15,353830,277170
2018,Nuoro,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale,Sereno,Scontro frontale,0,0,0,1,20,1,5,27,10,210531,184356
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Tamponamento,0,0,0,2,6,1,4,34,29,492642,420025
2018,Sud Sardegna,Statale,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,7,1,10,22,15,353830,277170
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,14,1,4,34,29,492642,420025
2018,Sassari,Statale,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,9,1,4,34,29,492642,420025
2018,Sassari,Comunale extraurbana,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,1,1,1,5,1,4,34,29,492642,420025
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,12,1,4,34,29,492642,420025
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,1,17,1,4,19,35,431955,355705
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,18,1,10,22,15,353830,277170
2018,Sassari,Statale,Due carreggiate,Curva,Verticale,Pioggia,"Fuoriuscita, sbandamento",0,0,0,1,21,1,4,34,29,492642,420025
2018,Sud Sardegna,Provinciale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Vento forte,"Fuoriuscita, sbandamento",0,1,1,1,18,1,10,22,15,353830,277170
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Altro,Urto con veicolo in fermata o in arresto,0,0,0,4,9,1,4,19,35,431955,355705
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Vento forte,Tamponamento,0,0,0,1,20,1,4,19,35,431955,355705
2018,Nuoro,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,17,1,5,27,10,210531,184356
2018,Sassari,Statale,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale,0,0,0,1,18,1,4,34,29,492642,420025
2018,Sassari,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,2,19,1,4,34,29,492642,420025
2018,Nuoro,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale,Altro,Urto con veicolo in fermata o in arresto,0,0,0,1,9,1,5,27,10,210531,184356
2018,Nuoro,Statale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,Urto con ostacolo,0,0,0,1,16,1,5,27,10,210531,184356
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,17,1,4,19,35,431955,355705
2018,Cagliari,Statale,Una carreggiata a senso unico,Curva,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,6,20,1,4,19,35,431955,355705
2018,Sud Sardegna,Statale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Urto con veicolo in sosta,0,0,0,1,21,1,10,22,15,353830,277170
2018,Sassari,Provinciale entro l'abitato,Una carreggiata a doppio senso,Incrocio,Verticale,Sereno,Scontro frontale-laterale,0,0,0,2,21,1,4,34,29,492642,420025
2018,Sud Sardegna,Provinciale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale,Sereno,Scontro frontale-laterale,0,0,0,3,21,1,10,22,15,353830,277170
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,22,1,4,19,35,431955,355705
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Urto con veicolo in sosta,0,0,0,1,3,1,4,34,29,492642,420025
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,12,1,4,34,29,492642,420025
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,7,1,4,34,29,492642,420025
2018,Nuoro,Statale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale,0,0,0,2,20,1,5,27,10,210531,184356
2018,Sassari,Comunale extraurbana,Una carreggiata a senso unico,Curva,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,21,1,4,34,29,492642,420025
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,12,1,4,19,35,431955,355705
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Curva,Verticale,Sereno,Tamponamento,0,0,0,1,20,1,4,34,29,492642,420025
2018,Sassari,Statale,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Investimento di pedoni,0,0,0,1,20,1,4,34,29,492642,420025
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Incrocio,Orizzontale,Sereno,Scontro laterale,0,0,0,1,9,1,10,22,15,353830,277170
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,19,1,4,34,29,492642,420025
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Scontro frontale,0,0,0,1,14,1,10,22,15,353830,277170
2018,Nuoro,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Assente,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,1,16,1,5,27,10,210531,184356
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,18,1,10,22,15,353830,277170
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a senso unico,Incrocio,Verticale e orizzontale,Pioggia,Investimento di pedoni,0,0,0,1,7,1,4,19,35,431955,355705
2018,Nuoro,Statale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,13,1,5,27,10,210531,184356
2018,Sassari,Statale,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,3,12,1,4,34,29,492642,420025
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Incrocio,Orizzontale,Pioggia,"Fuoriuscita, sbandamento",0,0,0,1,11,1,4,34,29,492642,420025
2018,Sassari,Statale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Urto con veicolo in sosta,0,0,0,1,13,1,4,34,29,492642,420025
2018,Sassari,Provinciale entro l'abitato,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,20,1,4,34,29,492642,420025
2018,Nuoro,Provinciale,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,11,1,5,27,10,210531,184356
2018,Sud Sardegna,Provinciale,Una carreggiata a doppio senso,Incrocio,Verticale,Pioggia,Scontro frontale-laterale,0,0,0,3,13,1,10,22,15,353830,277170
2018,Nuoro,Provinciale entro l'abitato,Una carreggiata a doppio senso,Curva,Assente,Sereno,Urto con ostacolo,0,0,0,1,14,1,5,27,10,210531,184356
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,3,15,1,4,34,29,492642,420025
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Curva,Verticale,Pioggia,Scontro frontale-laterale,0,0,0,2,15,1,4,34,29,492642,420025
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a senso unico,Curva,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,24,1,4,34,29,492642,420025
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale,Sereno,Scontro frontale-laterale,0,0,0,1,15,1,4,34,29,492642,420025
2018,Sassari,Statale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,17,1,4,34,29,492642,420025
2018,Oristano,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale,0,0,0,2,21,1,6,12,7,159218,133190
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,21,1,4,34,29,492642,420025
2018,Sud Sardegna,Strada urbana nell'abitato,Due carreggiate,Incrocio,Verticale e orizzontale,Sereno,Scontro laterale,1,0,0,2,20,1,10,22,15,353830,277170
2018,Cagliari,Provinciale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,1,0,0,2,21,1,4,19,35,431955,355705
2018,Cagliari,Provinciale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Pioggia,"Fuoriuscita, sbandamento",0,0,0,1,12,1,4,19,35,431955,355705
2018,Nuoro,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione non segnalata,Assente,Sereno,Investimento di pedoni,0,0,0,1,19,1,5,27,10,210531,184356
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Curva,Assente,Sereno,Urto con ostacolo,0,0,0,3,23,1,4,34,29,492642,420025
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Curva,Orizzontale,Pioggia,"Fuoriuscita, sbandamento",0,0,0,1,14,1,4,34,29,492642,420025
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,2,9,1,10,22,15,353830,277170
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,12,1,10,22,15,353830,277170
2018,Nuoro,Statale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,15,1,5,27,10,210531,184356
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Pioggia,Tamponamento,0,0,0,3,22,1,10,22,15,353830,277170
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,14,1,10,22,15,353830,277170
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Urto con veicolo in sosta,0,0,0,2,1,1,10,22,15,353830,277170
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Curva,Orizzontale,Pioggia,Scontro laterale,0,0,0,1,11,1,10,22,15,353830,277170
2018,Nuoro,Strada urbana nell'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,14,1,5,27,10,210531,184356
2018,Sud Sardegna,Strada urbana nell'abitato,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,22,1,10,22,15,353830,277170
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,0,0,0,2,8,1,4,34,29,492642,420025
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,20,1,10,22,15,353830,277170
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Curva,Assente,Sereno,Urto con ostacolo,0,0,0,1,11,1,10,22,15,353830,277170
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,16,1,10,22,15,353830,277170
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,2,1,4,34,29,492642,420025
2018,Cagliari,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,19,1,4,19,35,431955,355705
2018,Sassari,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,2,20,1,4,34,29,492642,420025
2018,Nuoro,Statale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,Urto con ostacolo,0,0,0,6,5,1,5,27,10,210531,184356
2018,Cagliari,Provinciale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,9,1,4,19,35,431955,355705
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Pendenza,Assente,Pioggia,Scontro frontale-laterale,0,0,0,2,20,1,4,34,29,492642,420025
2018,Nuoro,Statale,Una carreggiata a senso unico,Rettilineo,Assente,Sereno,Urto con veicolo in fermata o in arresto,0,0,0,2,21,1,5,27,10,210531,184356
2018,Sassari,Provinciale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,0,0,0,1,22,1,4,34,29,492642,420025
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,11,1,10,22,15,353830,277170
2018,Sud Sardegna,Comunale extraurbana,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,10,1,10,22,15,353830,277170
2018,Cagliari,Statale,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Urto con ostacolo,0,0,0,4,15,1,4,19,35,431955,355705
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,Urto con ostacolo,0,1,1,0,24,1,4,34,29,492642,420025
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Urto con ostacolo,0,0,0,1,6,1,10,22,15,353830,277170
2018,Nuoro,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,18,1,5,27,10,210531,184356
2018,Nuoro,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Scontro frontale,1,0,0,4,19,1,5,27,10,210531,184356
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,4,19,1,10,22,15,353830,277170
2018,Nuoro,Strada urbana nell'abitato,Una carreggiata a senso unico,Pendenza,Verticale,Sereno,Urto con veicolo in sosta,0,0,0,3,23,1,5,27,10,210531,184356
2018,Sud Sardegna,Strada urbana nell'abitato,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,14,1,10,22,15,353830,277170
2018,Sassari,Statale entro l'abitato,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Pioggia,Scontro laterale,0,0,0,1,8,1,4,34,29,492642,420025
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Pioggia,Urto con ostacolo,0,0,0,1,23,1,10,22,15,353830,277170
2018,Sud Sardegna,Provinciale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,13,1,10,22,15,353830,277170
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,20,1,4,34,29,492642,420025
2018,Sud Sardegna,Statale,Due carreggiate,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,7,1,10,22,15,353830,277170
2018,Cagliari,Provinciale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,7,1,4,19,35,431955,355705
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Investimento di pedoni,0,0,0,1,19,1,10,22,15,353830,277170
2018,Sud Sardegna,Provinciale,Due carreggiate,Curva,Verticale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,10,1,10,22,15,353830,277170
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale,Sereno,"Fuoriuscita, sbandamento",0,0,0,2,14,1,4,34,29,492642,420025
2018,Nuoro,Provinciale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,16,1,5,27,10,210531,184356
2018,Sud Sardegna,Statale entro l'abitato,Una carreggiata a doppio senso,Intersezione con semaforo o vigile,Verticale,Sereno,Scontro laterale,0,0,0,4,19,1,10,22,15,353830,277170
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro laterale,0,0,0,1,12,1,4,34,29,492642,420025
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,14,1,10,22,15,353830,277170
2018,Sassari,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,2,19,1,4,34,29,492642,420025
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale,Sereno,Urto con ostacolo,0,0,0,1,21,1,4,34,29,492642,420025
2018,Cagliari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,0,0,0,1,22,1,4,19,35,431955,355705
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Pioggia,Urto con ostacolo,0,0,0,1,23,1,4,34,29,492642,420025
2018,Sud Sardegna,Statale,Due carreggiate,Rettilineo,Verticale e orizzontale,Pioggia,Urto con veicolo in fermata o in arresto,0,0,0,1,23,1,10,22,15,353830,277170
2018,Sassari,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,13,1,4,34,29,492642,420025
2018,Sassari,Statale,Una carreggiata a senso unico,Curva,Verticale e orizzontale,Pioggia,Urto con ostacolo,0,0,0,1,18,1,4,34,29,492642,420025
2018,Sud Sardegna,Altra strada,Una carreggiata a doppio senso,Rettilineo,Assente,Pioggia,Scontro frontale-laterale,0,0,0,2,13,1,10,22,15,353830,277170
2018,Sud Sardegna,Provinciale entro l'abitato,Due carreggiate,Rettilineo,Verticale,Sereno,Tamponamento,0,0,0,2,18,1,10,22,15,353830,277170
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a doppio senso,Incrocio,Assente,Sereno,Investimento di pedoni,0,0,0,1,19,1,10,22,15,353830,277170
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Pioggia,Urto con veicolo in sosta,0,0,0,1,22,1,4,34,29,492642,420025
2018,Oristano,Provinciale entro l'abitato,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,10,1,6,12,7,159218,133190
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,14,1,10,22,15,353830,277170
2018,Sud Sardegna,Provinciale,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Sereno,Tamponamento,0,0,0,1,15,1,10,22,15,353830,277170
2018,Cagliari,Provinciale entro l'abitato,Una carreggiata a doppio senso,Intersezione con semaforo o vigile,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,1,1,4,19,35,431955,355705
2018,Sassari,Statale,Una carreggiata a doppio senso,Curva,Assente,Sereno,Urto con ostacolo,0,0,0,1,5,1,4,34,29,492642,420025
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Curva,Assente,Sereno,Investimento di pedoni,0,0,0,1,25,1,4,34,29,492642,420025
2018,Sud Sardegna,Provinciale,Una carreggiata a doppio senso,Incrocio,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,0,0,1,11,1,10,22,15,353830,277170
2018,Sud Sardegna,Strada urbana nell'abitato,Una carreggiata a senso unico,Intersezione segnalata,Verticale e orizzontale,Sereno,Investimento di pedoni,0,0,0,1,18,1,10,22,15,353830,277170
2018,Sud Sardegna,Statale,Una carreggiata a senso unico,Rettilineo,Orizzontale,Sereno,Tamponamento,0,0,0,2,9,1,10,22,15,353830,277170
2018,Oristano,Strada urbana nell'abitato,Una carreggiata a senso unico,Rettilineo,Temporanea di cantiere,Sereno,Scontro laterale,0,0,0,1,11,1,6,12,7,159218,133190
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Scontro frontale-laterale,0,2,2,2,11,1,10,22,15,353830,277170
2018,Oristano,Statale,Una carreggiata a doppio senso,Intersezione segnalata,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,0,0,0,3,18,1,6,12,7,159218,133190
2018,Sassari,Statale,Una carreggiata a doppio senso,Rettilineo,Assente,Sereno,"Fuoriuscita, sbandamento",0,1,1,0,13,1,4,34,29,492642,420025
2018,Oristano,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,2,18,1,6,12,7,159218,133190
2018,Sud Sardegna,Statale,Una carreggiata a senso unico,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,1,0,0,2,19,1,10,22,15,353830,277170
2018,Sassari,Statale entro l'abitato,Una carreggiata a doppio senso,Curva,Assente,Sereno,Urto con ostacolo,0,0,0,1,1,1,4,34,29,492642,420025
2018,Oristano,Provinciale entro l'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Urto con ostacolo,0,0,0,2,13,1,6,12,7,159218,133190
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Orizzontale,Pioggia,"Fuoriuscita, sbandamento",0,0,0,1,6,1,10,22,15,353830,277170
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Curva,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",0,0,0,1,8,1,10,22,15,353830,277170
2018,Sassari,Provinciale,Due carreggiate,Rettilineo,Assente,Sereno,Tamponamento,0,0,0,1,8,1,4,34,29,492642,420025
2018,Nuoro,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,8,1,5,27,10,210531,184356
2018,Sud Sardegna,Statale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Pioggia,Urto con ostacolo,0,0,0,1,1,1,10,22,15,353830,277170
2018,Sassari,Strada urbana nell'abitato,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,3,11,1,4,34,29,492642,420025
2018,Sassari,Provinciale,Una carreggiata a doppio senso,Rotatoria,Verticale e orizzontale,Sereno,Scontro frontale,0,0,0,1,11,1,4,34,29,492642,420025
2018,Oristano,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale e orizzontale,Sereno,Tamponamento,0,0,0,1,19,1,6,12,7,159218,133190
2018,Nuoro,Statale,Due carreggiate,Rettilineo,Verticale e orizzontale,Vento forte,Tamponamento,0,0,0,2,10,1,5,27,10,210531,184356
2018,Sud Sardegna,Provinciale,Una carreggiata a doppio senso,Rettilineo,Verticale,Sereno,Scontro laterale,0,0,0,1,14,1,10,22,15,353830,277170
